allocation_mode,bandwidth_gbps,cache_hit_rate,demand_hits,demand_loads,demand_misses,demand_transfer_bytes,expert_bytes,gain_vs_lru,history_size,lru_stall_ms_per_input_token,num_experts,num_layers,policy,prefetch_loads,prefetch_queue_depth,prefetch_transfer_bytes,prefetch_waste_count,saved_ms_per_input_token_vs_lru,score_mode,stall_ms,stall_ms_per_input_token,stall_ms_per_token_layer_event,suite,total_budget_fraction,total_cache_bytes,total_cache_slots,total_expert_refs,transfer_bytes,transfer_bytes_per_input_token,transfer_bytes_per_token_layer_event,variant,waste_bytes,waste_bytes_per_input_token,window_size,workload_weighted_miss_rate,wrec_c_candidates_per_layer,wrec_c_max_slots_per_layer,wrec_c_min_slots_per_layer,wrec_c_overlap_ms,wrec_c_replan_interval,wrec_contention_penalty,wrec_cross_layer_weight,wrec_history_size,wrec_recent_weight,wrec_request_weight
uniform_per_layer,8.0,0.30709359758252636,278045,627363,627363,221033495789568.0,352321536.0,0.0,8,1953.0067840316676,8,32,lru,0,0,0.0,0,0.0,full,27629186.973696,1953.0067840316676,61.03146200098961,bandwidth,0.25,22548578304.0,64,905408,221033495789568.0,15624054272.25334,488251696.00791687,lru_baseline,0.0,0.0,0,0.6929064024174737,,,,,,0.0,0.0,0,0.0,0.0
uniform_per_layer,8.0,0.4499109793595815,407353,498055,498055,175475502612480.0,352321536.0,0.0,8,1550.4656695101435,8,32,lru,0,0,0.0,0,0.0,full,21934437.826559998,1550.4656695101435,48.45205217219198,bandwidth,0.375,33822867456.0,96,905408,175475502612480.0,12403725356.081148,387616417.3775359,lru_baseline,0.0,0.0,0,0.5500890206404184,,,,,,0.0,0.0,0,0.0,0.0
uniform_per_layer,8.0,0.5810485438608892,526086,379322,379322,133643309678592.0,352321536.0,0.0,8,1180.844964290945,8,32,lru,0,0,0.0,0,0.0,full,16705413.709824,1180.844964290945,36.90140513409203,bandwidth,0.5,45097156608.0,128,905408,133643309678592.0,9446759714.32756,295211241.07273626,lru_baseline,0.0,0.0,0,0.4189514561391108,,,,,,0.0,0.0,0,0.0,0.0
uniform_per_layer,16.0,0.30709359758252636,278045,627363,627363,221033495789568.0,352321536.0,0.0,8,976.5033920158338,8,32,lru,0,0,0.0,0,0.0,full,13814593.486848,976.5033920158338,30.515731000494807,bandwidth,0.25,22548578304.0,64,905408,221033495789568.0,15624054272.25334,488251696.00791687,lru_baseline,0.0,0.0,0,0.6929064024174737,,,,,,0.0,0.0,0,0.0,0.0
uniform_per_layer,16.0,0.4499109793595815,407353,498055,498055,175475502612480.0,352321536.0,0.0,8,775.2328347550717,8,32,lru,0,0,0.0,0,0.0,full,10967218.913279999,775.2328347550717,24.22602608609599,bandwidth,0.375,33822867456.0,96,905408,175475502612480.0,12403725356.081148,387616417.3775359,lru_baseline,0.0,0.0,0,0.5500890206404184,,,,,,0.0,0.0,0,0.0,0.0
uniform_per_layer,16.0,0.5810485438608892,526086,379322,379322,133643309678592.0,352321536.0,0.0,8,590.4224821454725,8,32,lru,0,0,0.0,0,0.0,full,8352706.854912,590.4224821454725,18.450702567046015,bandwidth,0.5,45097156608.0,128,905408,133643309678592.0,9446759714.32756,295211241.07273626,lru_baseline,0.0,0.0,0,0.4189514561391108,,,,,,0.0,0.0,0,0.0,0.0
uniform_per_layer,32.0,0.30709359758252636,278045,627363,627363,221033495789568.0,352321536.0,0.0,8,488.2516960079169,8,32,lru,0,0,0.0,0,0.0,full,6907296.743424,488.2516960079169,15.257865500247403,bandwidth,0.25,22548578304.0,64,905408,221033495789568.0,15624054272.25334,488251696.00791687,lru_baseline,0.0,0.0,0,0.6929064024174737,,,,,,0.0,0.0,0,0.0,0.0
uniform_per_layer,32.0,0.4499109793595815,407353,498055,498055,175475502612480.0,352321536.0,0.0,8,387.61641737753587,8,32,lru,0,0,0.0,0,0.0,full,5483609.4566399995,387.61641737753587,12.113013043047996,bandwidth,0.375,33822867456.0,96,905408,175475502612480.0,12403725356.081148,387616417.3775359,lru_baseline,0.0,0.0,0,0.5500890206404184,,,,,,0.0,0.0,0,0.0,0.0
uniform_per_layer,32.0,0.5810485438608892,526086,379322,379322,133643309678592.0,352321536.0,0.0,8,295.21124107273624,8,32,lru,0,0,0.0,0,0.0,full,4176353.427456,295.21124107273624,9.225351283523008,bandwidth,0.5,45097156608.0,128,905408,133643309678592.0,9446759714.32756,295211241.07273626,lru_baseline,0.0,0.0,0,0.4189514561391108,,,,,,0.0,0.0,0,0.0,0.0
uniform_per_layer,41.37220609315469,0.30709359758252636,278045,627363,627363,221033495789568.0,352321536.0,0.0,8,377.6461481670529,8,32,lru,0,0,0.0,0,0.0,full,5342560.058119297,377.6461481670529,11.801442130220403,bandwidth,0.25,22548578304.0,64,905408,221033495789568.0,15624054272.25334,488251696.00791687,lru_baseline,0.0,0.0,0,0.6929064024174737,,,,,,0.0,0.0,0,0.0,0.0
