bandwidth_gbps,cache_capacity_per_layer,cache_hit_rate,demand_hits,demand_loads,demand_misses,demand_transfer_bytes,expert_bytes,num_experts,oracle_gap_ms,oracle_gap_ratio,policy,prefetch_loads,prefetch_queue_depth,prefetch_transfer_bytes,prefetch_waste_count,stall_ms,stall_ms_per_input_token,stall_ms_per_token_layer_event,total_expert_refs,transfer_bytes,transfer_bytes_per_input_token,transfer_bytes_per_token_layer_event,waste_bytes,window_size,workload_weighted_miss_rate,wrec_contention_penalty,wrec_history_size,wrec_recent_weight
41.37220609315469,1,0.0,0,905408,905408,318994737266688.0,352321536.0,8,2499160.9327554693,0.32413011592563784,on_demand,0,0,0.0,0,7710363.246002196,545.0175476074218,17.03179836273193,905408,318994737266688.0,22548578304.0,704643072.0,0.0,0,1.0,0.0,0,0.0
41.37220609315469,1,0.07890365448504984,71440,833968,833968,293824886734848.0,352321536.0,8,1890785.0952386847,0.26623323676687827,lru,0,0,0.0,0,7101987.408485412,502.0136713427166,15.687927229459893,905408,293824886734848.0,20769413072.372093,649044158.5116279,0.0,0,0.9210963455149501,0.0,0,0.0
41.37220609315469,1,0.16289783169576588,147489,757919,757919,267031186243584.0,352321536.0,8,1243159.4783949843,0.19260765332443164,static_hot,0,0,0.0,0,6454361.791641711,456.2353708660289,14.257355339563404,905408,267031186243584.0,18875463790.45621,589858243.4517566,0.0,0,0.8371021683042341,0.0,0,0.0
41.37220609315469,1,0.13927754117480737,126103,779305,779305,274565934612480.0,352321536.0,8,1425280.4982876768,0.21476443754370872,route_window_prefetch,896405,1,315822786478080.0,770302,6636482.811534404,469.10884367953656,14.659651364985518,905408,590388721090560.0,41732432394.893616,1304138512.3404255,271393983823872.0,4,0.8607224588251926,0.0,0,0.0
41.37220609315469,1,0.32413011592563795,293470,611938,611938,215598936096768.0,352321536.0,8,0.0,0.0,belady_oracle,0,0,0.0,0,5211202.313246727,368.36094671992134,11.511279584997542,905408,215598936096768.0,15239905004.366156,476247031.38644236,0.0,0,0.6758698840743621,0.0,0,0.0
41.37220609315469,1,0.16114282179967485,145900,759508,759508,267591025164288.0,352321536.0,8,1256691.2421941748,0.19429683426639338,wrec_h,0,0,0.0,0,6467893.555440902,457.19188205562324,14.287246314238226,905408,267591025164288.0,18915036768.522514,591094899.0163286,0.0,4,0.8388571782003251,0.0,8,512.0
41.37220609315469,2,0.0,0,905408,905408,318994737266688.0,352321536.0,8,4153272.1579456325,0.5386610235385594,on_demand,0,0,0.0,0,7710363.246002196,545.0175476074218,17.03179836273193,905408,318994737266688.0,22548578304.0,704643072.0,0.0,0,1.0,0.0,0,0.0
41.37220609315469,2,0.30709359758252636,278045,627363,627363,221033495789568.0,352321536.0,8,1785468.9700627332,0.3341972669730285,lru,0,0,0.0,0,5342560.058119297,377.6461481670529,11.801442130220403,905408,221033495789568.0,15624054272.25334,488251696.00791687,0.0,0,0.6929064024174737,0.0,0,0.0
41.37220609315469,2,0.308650906552626,279455,625953,625953,220536722423808.0,352321536.0,8,1773461.5522170062,0.33269750284765787,static_hot,0,0,0.0,0,5330552.64027357,376.79738745130203,11.774918357853188,905408,220536722423808.0,15588939168.997526,487154349.0311727,0.0,0,0.691349093447374,0.0,0,0.0
41.37220609315469,2,0.2808534936735704,254287,651121,651121,229403950841856.0,352321536.0,8,1987789.7028136258,0.3584909717241497,route_window_prefetch,867106,1,305500117794816.0,688528,5544880.79087019,391.94746524847596,12.248358289014874,905408,534904068636672.0,37810424021.8189,1181575750.6818407,242583242539008.0,4,0.7191465063264296,0.0,0,0.0
41.37220609315469,2,0.5386610235385594,487708,417700,417700,147164705587200.0,352321536.0,8,0.0,0.0,belady_oracle,0,0,0.0,0,3557091.088056564,251.43783756673244,7.857432423960389,905408,147164705587200.0,10402538035.428005,325079313.60712516,0.0,0,0.46133897646144056,0.0,0,0.0
41.37220609315469,2,0.32324322294479396,292667,612741,612741,215881850290176.0,352321536.0,8,1660949.492232799,0.3183090408508652,wrec_h,0,0,0.0,0,5218040.580289363,368.8443189573311,11.526384967416597,905408,215881850290176.0,15259903180.191984,476871974.3809995,0.0,4,0.6767567770552061,0.0,8,512.0
41.37220609315469,4,0.0,0,905408,905408,318994737266688.0,352321536.0,8,6018586.198732852,0.7805840019085318,on_demand,0,0,0.0,0,7710363.246002196,545.0175476074218,17.03179836273193,905408,318994737266688.0,22548578304.0,704643072.0,0.0,0,1.0,0.0,0,0.0
