bandwidth_gbps,cache_capacity_per_layer,cache_hit_rate,demand_hits,demand_loads,demand_misses,demand_transfer_bytes,expert_bytes,num_experts,oracle_gap_ms,oracle_gap_ratio,policy,prefetch_loads,prefetch_queue_depth,prefetch_transfer_bytes,prefetch_waste_count,stall_ms,stall_ms_per_input_token,stall_ms_per_token_layer_event,total_expert_refs,transfer_bytes,transfer_bytes_per_input_token,transfer_bytes_per_token_layer_event,waste_bytes,window_size,workload_weighted_miss_rate
6.4984144931787124,0,0.0,0,118464,118464,2049605369856.0,17301504.0,60,0.0,0.0,on_demand,0,0,0.0,0,315400.8369283677,255.5922503471375,10.649677097797396,118464,2049605369856.0,1660944384.0,69206016.0,0.0,0,1.0
6.4984144931787124,0,0.0,0,118464,118464,2049605369856.0,17301504.0,60,0.0,0.0,lru,0,0,0.0,0,315400.8369283677,255.5922503471375,10.649677097797396,118464,2049605369856.0,1660944384.0,69206016.0,0.0,0,1.0
6.4984144931787124,0,0.0,0,118464,118464,2049605369856.0,17301504.0,60,0.0,0.0,static_hot,0,0,0.0,0,315400.8369283677,255.5922503471375,10.649677097797396,118464,2049605369856.0,1660944384.0,69206016.0,0.0,0,1.0
6.4984144931787124,0,0.0,0,118464,118464,2049605369856.0,17301504.0,60,0.0,0.0,belady_oracle,0,0,0.0,0,315400.8369283677,255.5922503471375,10.649677097797396,118464,2049605369856.0,1660944384.0,69206016.0,0.0,0,1.0
6.4984144931787124,0,0.0,0,118464,118464,2049605369856.0,17301504.0,60,0.0,0.0,route_window_prefetch,0,2,0.0,0,315400.8369283677,255.5922503471375,10.649677097797396,118464,2049605369856.0,1660944384.0,69206016.0,0.0,8,1.0
6.4984144931787124,1,0.0,0,118464,118464,2049605369856.0,17301504.0,60,2156.5596123039722,0.006837520259319285,on_demand,0,0,0.0,0,315400.8369283677,255.5922503471375,10.649677097797396,118464,2049605369856.0,1660944384.0,69206016.0,0.0,0,1.0
6.4984144931787124,1,0.006837520259319287,810,117654,117654,2035591151616.0,17301504.0,60,0.0,0.0,lru,0,0,0.0,0,313244.2773160637,253.84463315726393,10.576859714885998,118464,2035591151616.0,1649587643.1247973,68732818.46353322,0.0,0,0.9931624797406807
6.4984144931787124,1,0.04543996488384657,5383,113081,113081,1956471373824.0,17301504.0,60,-12175.243342056929,-0.040440038556433196,static_hot,0,0,0.0,0,301069.0339740068,243.9781474667802,10.165756144449174,118464,1956471373824.0,1585471129.5170178,66061297.06320908,0.0,0,0.9545600351161534
6.4984144931787124,1,0.006837520259319287,810,117654,117654,2035591151616.0,17301504.0,60,0.0,0.0,belady_oracle,0,0,0.0,0,313244.2773160637,253.84463315726393,10.576859714885998,118464,2035591151616.0,1649587643.1247973,68732818.46353322,0.0,0,0.9931624797406807
6.4984144931787124,1,0.017093800648298216,2025,116439,116439,2014569824256.0,17301504.0,60,-3234.8394184560166,-0.010434648184886696,route_window_prefetch,235200,2,4069313740800.0,233175,310009.4378976077,251.22320737245354,10.467633640518898,118464,6083883565056.0,4930213585.944895,205425566.08103728,4034278195200.0,8,0.9829061993517018
6.4984144931787124,2,0.0,0,118464,118464,2049605369856.0,17301504.0,60,46342.06989106536,0.14693071312803888,on_demand,0,0,0.0,0,315400.8369283677,255.5922503471375,10.649677097797396,118464,2049605369856.0,1660944384.0,69206016.0,0.0,0,1.0
6.4984144931787124,2,0.024133914100486223,2859,115605,115605,2000140369920.0,17301504.0,60,38730.213185414614,0.1258336577137665,lru,0,0,0.0,0,307788.9802227169,249.42380893250967,10.392658705521237,118464,2000140369920.0,1620859294.910859,67535803.95461912,0.0,0,0.9758660858995137
6.4984144931787124,2,0.08533394111291194,10109,108355,108355,1874704465920.0,17301504.0,60,19427.673445656837,0.06734345438604566,static_hot,0,0,0.0,0,288486.44048295915,233.78155630709819,9.740898179462423,118464,1874704465920.0,1519209453.7439222,63300393.90599676,0.0,0,0.9146660588870881
6.4984144931787124,2,0.1469307131280389,17406,101058,101058,1748455391232.0,17301504.0,60,0.0,0.0,belady_oracle,0,0,0.0,0,269058.7670373023,218.03789873363235,9.08491244723468,118464,1748455391232.0,1416900641.1928687,59037526.71636953,0.0,0,0.8530692868719612
6.4984144931787124,2,0.04702694489465154,5571,112893,112893,1953218691072.0,17301504.0,60,31509.73211310804,0.10483378065956257,route_window_prefetch,234521,2,4057566019584.0,228950,300568.49915041035,243.57252767456268,10.148855319773444,118464,6010784710656.0,4870976264.713128,202957344.363047,3961179340800.0,8,0.9529730551053485
6.4984144931787124,4,0.0,0,118464,118464,2049605369856.0,17301504.0,60,95812.48242960876,0.30378005132360897,on_demand,0,0,0.0,0,315400.8369283677,255.5922503471375,10.649677097797396,118464,2049605369856.0,1660944384.0,69206016.0,0.0,0,1.0
6.4984144931787124,4,0.11574824419232847,13712,104752,104752,1812367147008.0,17301504.0,60,59305.38933835924,0.21264510462807393,lru,0,0,0.0,0,278893.74383711815,226.00789614029023,9.416995672512092,118464,1812367147008.0,1468692987.8508914,61195541.16045381,0.0,0,0.8842517558076716
6.4984144931787124,4,0.15532988924905455,18401,100063,100063,1731240394752.0,17301504.0,60,46821.30536046624,0.17574927795488843,static_hot,0,0,0.0,0,266409.65985922515,215.89113440779997,8.995463933658332,118464,1731240394752.0,1402950076.7844408,58456253.1993517,0.0,0,0.8446701107509454
